2016-05-03 00:05:34 180.76.15.158   browse   danmaku.us PmWiki.WikiFarmTerminology "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:06 121.236.109.233 browse   danmaku.us Twodland1.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:08 121.236.109.233 browse   danmaku.us Category.音乐 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:10 121.236.109.233 browse   danmaku.us Category.动画 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:12 121.236.109.233 browse   danmaku.us Category.娱乐 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:13 121.236.109.233 browse   danmaku.us Category.测试 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:14 121.236.109.233 browse   danmaku.us Category.静图 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:15 121.236.109.233 browse   danmaku.us Category.黑屏 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:17 121.236.109.233 edit     danmaku.us Site.SideBar "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:19 121.236.109.233 edit     danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:20 121.236.109.233 diff     danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:20 121.236.109.233 login    danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:23 121.236.109.233 browse   danmaku.us . "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:19:24 121.236.109.233 browse   danmaku.us Main.HomePage "" ""
2016-05-03 00:19:25 121.236.109.233 print    danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 00:34:32 66.249.65.151   browse   danmaku.us Acfun2.1035 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 00:46:42 66.249.73.244   browse   danmaku.us Acfun2.1100 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 00:52:42 66.249.73.252   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:01:53 66.249.65.144   browse   danmaku.us Queue.1436639892 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:05:50 180.155.136.133 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2016-05-03 01:05:50 180.155.136.133 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2016-05-03 01:13:51 66.249.73.244   browse   danmaku.us Acfun2.1128 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:20:12 66.249.65.151   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:32:42 66.249.65.151   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:39:02 66.249.65.158   browse   danmaku.us Acfun2.1070 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:42:13 66.249.65.151   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:48:32 66.249.73.252   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 01:52:19 180.76.15.157   browse   danmaku.us PmWiki.WikiSandbox "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 01:52:20 180.76.15.24    browse   danmaku.us Main.WikiSandbox "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 01:58:02 66.249.73.236   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:01:05 66.249.73.236   browse   danmaku.us Bilibili2.1070 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:15:59 68.180.230.92   browse   danmaku.us Acfun2.1140 "" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
2016-05-03 02:16:11 66.249.65.151   browse   danmaku.us Acfun2.1063 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:22:11 66.249.73.236   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:25:49 180.76.15.159   browse   danmaku.us Acfun2.1068 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 02:34:41 66.249.65.158   browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:40:42 66.249.65.175   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:43:41 66.249.73.236   browse   danmaku.us Acfun2.1192 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:46:42 66.249.65.151   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:46:45 66.249.65.151   browse   danmaku.us Acfun2.1024 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 02:52:07 66.249.65.144   browse   danmaku.us . "" "SAMSUNG-SGH-E250/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:08:21 66.249.65.158   browse   danmaku.us Acfun2.1068 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:09:37 14.215.165.4    browse   danmaku.us Main.HomePage "" ""
2016-05-03 03:09:37 14.215.165.4    browse   danmaku.us Main.HomePage "" ""
2016-05-03 03:20:51 66.249.65.144   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:20:52 66.249.65.144   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:27:02 66.249.65.151   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:30:12 66.249.65.158   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:39:12 66.249.65.151   browse   danmaku.us Twodland1.1003 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:43:32 66.249.65.144   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:44:55 66.249.73.252   browse   danmaku.us Twodland1.RecentChanges "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:45:22 66.249.73.252   browse   danmaku.us Acfun2.1068 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:48:31 66.249.73.252   browse   danmaku.us Queue.1387760831 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 03:51:41 66.249.73.252   browse   danmaku.us Main.FNQ "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 04:03:07 66.249.65.158   browse   danmaku.us Acfun2.1106 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 04:18:56 220.181.108.185 browse   www.danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 04:25:41 66.249.73.252   browse   danmaku.us Main.RecentChanges "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 04:32:02 66.249.65.158   browse   danmaku.us Main.Talk "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 04:59:13 66.249.65.144   browse   danmaku.us Bilibili2.1023 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 05:07:32 180.76.15.27    browse   www.danmaku.us PmWiki.CreatingNewPages "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 05:33:15 66.249.65.158   browse   danmaku.us Bilibili2.1113 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 05:39:23 66.249.73.236   browse   danmaku.us Bilibili2.1107 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 05:51:34 66.249.65.158   browse   danmaku.us Bilibili2.1017 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 05:58:00 121.236.109.233 browse   danmaku.us . "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:03 121.236.109.233 browse   danmaku.us . "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:04 121.236.109.233 browse   danmaku.us Main.RecentChanges "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:04 121.236.109.233 browse   danmaku.us Site.Search "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:05 121.236.109.233 browse   danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:05 121.236.109.233 browse   danmaku.us Main.FNQ "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:06 121.236.109.233 browse   danmaku.us Main.Talk "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:07 121.236.109.233 browse   danmaku.us Acfun2.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:08 121.236.109.233 browse   danmaku.us AcfunN1.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:08 121.236.109.233 browse   danmaku.us Bilibili2.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:09 121.236.109.233 browse   danmaku.us Twodland1.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:10 121.236.109.233 browse   danmaku.us Category.音乐 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:11 121.236.109.233 browse   danmaku.us Category.动画 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:12 121.236.109.233 browse   danmaku.us Category.娱乐 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:13 121.236.109.233 browse   danmaku.us Category.测试 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:13 121.236.109.233 browse   danmaku.us Category.静图 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:14 121.236.109.233 browse   danmaku.us Category.黑屏 "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:16 121.236.109.233 edit     danmaku.us Site.SideBar "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:17 121.236.109.233 edit     danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:17 121.236.109.233 diff     danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:18 121.236.109.233 login    danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:19 121.236.109.233 browse   danmaku.us . "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 05:58:19 121.236.109.233 browse   danmaku.us Main.HomePage "" ""
2016-05-03 05:58:20 121.236.109.233 print    danmaku.us Main.HomePage "" "Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html)"
2016-05-03 06:00:54 66.249.73.252   browse   danmaku.us Bilibili2.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 06:07:03 66.249.73.252   browse   danmaku.us Bilibili2.1079 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 06:10:13 66.249.73.244   browse   danmaku.us Bilibili2.1112 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 06:16:33 66.249.73.236   browse   danmaku.us Bilibili2.1080 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 06:18:58 220.181.108.85  browse   direct.danmaku.us Acfun2.1131 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 06:23:46 180.76.15.24    browse   danmaku.us PmWiki.WikiStyles "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 06:53:33 66.249.73.236   browse   danmaku.us Bilibili2.1105 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 06:59:54 66.249.65.158   browse   danmaku.us Acfun2.1194 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 06:59:54 66.249.65.151   browse   danmaku.us Bilibili2.RecentChanges "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 07:18:32 121.42.0.34     browse   danmaku.us . "" "spiderman"
2016-05-03 07:21:15 101.228.176.58  browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:46.0) Gecko/20100101 Firefox/46.0"
2016-05-03 07:24:23 66.249.73.252   browse   danmaku.us Bilibili2.1050 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 07:29:08 157.55.39.28    browse   danmaku.us Bilibili2.1087 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-05-03 07:58:23 66.249.73.244   browse   danmaku.us Acfun2.1082 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:01:24 66.249.73.252   browse   danmaku.us Bilibili2.1059 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:04:33 66.249.65.151   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:10:33 66.249.73.244   browse   danmaku.us Bilibili2.1084 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:16:44 66.249.65.151   browse   danmaku.us Acfun2.1191 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:17:48 157.55.39.218   browse   danmaku.us Acfun2.1208 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-05-03 08:19:03 220.181.108.81  browse   direct.danmaku.us . "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 08:25:43 66.249.65.158   browse   danmaku.us Bilibili2.1014 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:31:53 66.249.73.244   browse   danmaku.us Acfun2.1140 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:35:57 180.76.15.31    browse   danmaku.us PmWiki.RefCount "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 08:38:03 66.249.73.244   browse   danmaku.us Acfun2.1048 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:41:14 66.249.73.252   browse   danmaku.us Acfun2.1104 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:47:14 66.249.73.244   browse   danmaku.us Bilibili2.1085 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 08:57:37 140.207.198.126 browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
2016-05-03 09:02:55 66.249.65.144   browse   danmaku.us Bilibili2.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:06:04 66.249.65.151   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:06:05 66.249.65.151   browse   danmaku.us AcfunN1.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:09:51 66.249.65.151   browse   danmaku.us AcfunN1.RecentChanges "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:12:24 66.249.65.151   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:12:25 66.249.65.151   browse   danmaku.us Twodland1.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:14:37 66.249.65.158   browse   danmaku.us Twodland1.1002 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:15:24 66.249.73.252   browse   danmaku.us Acfun2.1187 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:21:33 66.249.65.158   browse   danmaku.us Bilibili2.1109 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:24:02 223.86.242.87   browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)"
2016-05-03 09:24:03 223.86.242.87   browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)"
2016-05-03 09:24:43 66.249.65.144   browse   danmaku.us Acfun2.1063 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:30:54 66.249.65.151   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:40:12 66.249.65.158   browse   danmaku.us Acfun2.1169 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:46:33 66.249.73.236   browse   danmaku.us Bilibili2.1074 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 09:58:26 66.249.73.244   browse   danmaku.us Twodland1.RecentChanges "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 10:02:42 180.76.15.5     browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 10:19:03 123.125.71.38   browse   direct.danmaku.us Bilibili2.1108 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2016-05-03 10:21:14 223.151.187.13  browse   danmaku.us . "" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2016-05-03 10:27:47 125.124.136.252 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2016-05-03 10:27:47 125.124.136.252 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2016-05-03 10:28:27 113.99.0.163    browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2016-05-03 10:28:27 113.99.0.163    browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2016-05-03 10:28:49 66.249.73.244   browse   danmaku.us Queue.1373779410 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 10:33:13 66.249.73.236   browse   danmaku.us Bilibili2.HomePage "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2016-05-03 10:38:12 221.221.205.225 browse   danmaku.us Acfun2.1025 "http://link.zhihu.com/?target=http%3A//danmaku.us/Acfun2/1025%3FPlayer%3Dacold09%26Part%3D5" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)"
2016-05-03 10:38:17 221.221.205.225 browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_09.swf" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)"
2016-05-03 10:38:17 221.221.205.225 browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_09.swf" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)"
